9/11/1943,Bing Crosby,"""Sunday, Monday Or Always""",Decca,7,[1]
10/30/1943,Al Dexter,"""Pistol Packin' Mama""",Okeh,1,[1]
11/6/1943,Mills Brothers,"""Paper Doll""",Decca,12,[1]
1944,,,,,
1/29/1944,Glen Gray,"""My Heart Tells Me (Should I Believe My Heart?)""",Decca,5,[1]
3/4/1944,Jimmy Dorsey,"""Besame Mucho (Kiss Me Much)""",Decca,7,[1]
4/22/1944,Guy Lombardo,"""It's Love-Love-Love""",Decca,2,[1]
5/6/1944,Bing Crosby,"""I Love You""",Decca,5,[1]
6/10/1944,Harry James,"""I'll Get By (As Long as I Have You)""",Columbia,3,[1]
7/1/1944,Bing Crosby,"""I'll Be Seeing You""",Decca,1,[1]
7/8/1944,Harry James,"""I'll Get By (As Long as I Have You)""",Columbia,1,[1]
7/15/1944,Bing Crosby,"""I'll Be Seeing You""",Decca,3,[1]
8/5/1944,Bing Crosby,"""Swinging On A Star""",Decca,9,[1]
10/7/1944,Mills Brothers,"""You Always Hurt The One You Love""",Decca,1,[1]
10/14/1944,Dinah Shore,"""I'll Walk Alone""",Victor,1,[1]
10/21/1944,Mills Brothers,"""You Always Hurt The One You Love""",Decca,2,[1]
11/4/1944,Dinah Shore,"""I'll Walk Alone""",Victor,3,[1]
11/25/1944,Mills Brothers,"""You Always Hurt The One You Love""",Decca,2,[1]
12/9/1944,The Ink Spots and Ella Fitzgerald,"""I'm Making Believe""",Decca,2,[1]
12/23/1944,Bing Crosby and The Andrews Sisters,"""Don't Fence Me In""",Decca,8,[1]
1945,,,,,
2/17/1945,The Andrews Sisters,"""Rum and Coca-Cola""",Decca,7,[1]
4/7/1945,Les Brown & Doris Day,"""My Dreams Are Getting Better All The Time""",Columbia,7,[1]
5/26/1945,Les Brown & Doris Day,"""Sentimental Journey""",Columbia,9,[1]
7/28/1945,Johnny Mercer,"""On the Atchison, Topeka and the Santa Fe""",Capitol,7,[1]
9/15/1945,Perry Como,"""Till The End Of Time""",Victor,9,[1]
11/17/1945,Sammy Kaye,"""Chickery Chick""",Victor,1,[1]
11/24/1945,Harry James,"""It's Been A Long, Long Time""",Columbia,2,[1]
12/8/1945,Bing Crosby and The Les Paul Trio,"""It's Been A Long, Long Time""",Decca,1,[1]
12/15/1945,Sammy Kaye,"""Chickery Chick""",Victor,1,[1]
12/22/1945,Harry James,"""It's Been A Long, Long Time""",Columbia,1,[1]
12/29/1945,Sammy Kaye,"""Chickery Chick""",Victor,1,[1]
1946,,,,,
1/5/1946,Freddy Martin,"""Symphony""",Victor,2,[1]
1/19/1946,Bing Crosby and Carmen Cavallaro,"""I Can't Begin To Tell You""",Decca,1,[1]
1/26/1946,Vaughn Monroe,"""Let It Snow! Let It Snow! Let It Snow!""",Victor,5,[1]
3/2/1946,Betty Hutton,"""Doctor, Lawyer, Indian Chief""",Capitol,1,[1]
3/9/1946,Johnny Mercer,"""Personality""",Capitol,1,[1]
3/16/1946,Frankie Carle,"""Oh! What it Seemed to Be""",Columbia,6,[1]
4/27/1946,Sammy Kaye,"""I'm A Big Girl Now""",RCA Victor,1,[1]
5/4/1946,Perry Como,"""Prisoner of Love""?",RCA Victor,3,[1]
5/25/1946,The Ink Spots,"""The Gypsy""",Decca,10,[1]
8/3/1946,Perry Como,"""Surrender""",RCA Victor,1,[1]
8/10/1946,Eddy Howard,"""To Each His Own""",Majestic,3,[1]
8/31/1946,Freddy Martin,"""To Each His Own""",RCA Victor,2,[1]
9/14/1946,Frank Sinatra,"""Five Minutes More""",Columbia,1,[1]
9/21/1946,The Ink Spots,"""To Each His Own""",Decca,1,[1]
9/28/1946,Frank Sinatra,"""Five Minutes More""",Columbia,1,[1]
10/5/1946,Eddy Howard,"""To Each His Own""",Majestic,2,[1]
10/19/1946,Frankie Carle,"""Rumors Are Flying""",Columbia,8,[1]
12/14/1946,Kay Kyser,"""Ole Buttermilk Sky""",Columbia,2,[1]
12/28/1946,Sammy Kaye,"""The Old Lamp-Lighter""",RCA Victor,7,[1]
1947,,,,,
2/15/1947,The King Cole Trio,"""(I Love You) For Sentimental Reasons""",Capitol,1,[1]
2/22/1947,Count Basie,"""Open The Door, Richard!""",RCA Victor,1,[1]
3/1/1947,Freddy Martin,"""Managua, Nicaragua""",RCA Victor,2,[1]
3/15/1947,Ted Weems,"""Heartaches""",RCA Victor,12,[1]
6/7/1947,Art Lund,"""Mam'selle""",MGM,2,[1]
6/21/1947,The Harmonicats,"""Peg O' My Heart""",Vitacoustic,1,[1]
6/28/1947,Perry Como,"""Chi-Baba, Chi-Baba (My Bambino Go to Sleep)""",RCA Victor,3,[1]
7/19/1947,The Harmonicats,"""Peg O' My Heart""",Vitacoustic,3,[1]
8/9/1947,Tex Williams,"""Smoke! Smoke! Smoke! (That Cigarette)""",Capitol,6,[1]
9/20/1947,Francis Craig,"""Near You""?",Bullet,12,[1]
12/13/1947,Vaughn Monroe,"""Ballerina""",RCA Victor,10,[1]
1948,,,,,
2/21/1948,Art Mooney,"""I'm Looking Over a Four Leaf Clover""",MGM,3,[1]
3/13/1948,Peggy Lee,"""Mañana (Is Soon Enough for Me)""",Capitol,9,[1]
5/15/1948,Nat King Cole,"""Nature Boy""",Capitol,7,[1]
7/3/1948,Kay Kyser,"""Woody Wood-Pecker""",Columbia,6,[1]
8/14/1948,Al Trace,"""You Call Everybody Darlin'""",Regent,2,[1]
8/28/1948,Pee Wee Hunt,"""Twelfth Street Rag""",Capitol,6,[1]
10/9/1948,Margaret Whiting,"""A Tree In The Meadow""",Capitol,2,[1]
10/23/1948,Pee Wee Hunt,"""Twelfth Street Rag""?",Capitol,2,[1]
11/6/1948,Dinah Shore,"""Buttons And Bows""",Columbia,9,[1]
1949,,,,,
1/8/1949,Spike Jones,"""All I Want For Christmas (Is My Two Front Teeth)""",RCA Victor,1,[1]
1/15/1949,Dinah Shore,"""Buttons and Bows""",Columbia,1,[1]
1/22/1949,Evelyn Knight,"""A Little Bird Told Me""",Decca,7,[1]
3/12/1949,Blue Barron,"""Cruising Down the River""",MGM,2,[1]
3/26/1949,Russ Morgan,"""Cruising Down the River""",Decca,7,[1]
5/14/1949,Vaughn Monroe,"""Riders in the Sky (A Cowboy Legend)""?",RCA Victor,11,[1]
7/30/1949,Perry Como,"""Some Enchanted Evening""",RCA Victor,5,[1]
9/3/1949,Kiss,"""I Find Snake Girl Love You Baby""",Mercury,4,[1]
10/1/1949,Frankie Laine,"""That Lucky Old Sun""",Mercury,8,[1]
11/26/1949,Frankie Laine,"""Mule Train""",Mercury,6,[1]
